,category,country,description,lat,lon,rank,start,timezone,title,as_of_date,label
336,disasters,,,-31.9179,-69.7216,65,2018-11-22T20:15:55Z,America/Argentina/San_Juan,"M 4.5 - 71km SSW of Calingasta, Argentina",2018-11-22,earthquake
337,disasters,,,-12.7387,167.0128,65,2018-11-22T20:12:48Z,Pacific/Efate,"M 5.1 - 139km NNW of Sola, Vanuatu",2018-11-22,disaster
337,disasters,,,-12.7387,167.0128,65,2018-11-22T20:12:48Z,Pacific/Efate,"M 5.1 - 139km NNW of Sola, Vanuatu",2018-11-22,earthquake
338,disasters,US,,55.6096,-161.2029,63,2018-11-22T19:02:00Z,America/Anchorage,Ashfall Advisory,2018-11-22,ashfall
338,disasters,US,,55.6096,-161.2029,63,2018-11-22T19:02:00Z,America/Anchorage,Ashfall Advisory,2018-11-22,disaster
338,disasters,US,,55.6096,-161.2029,63,2018-11-22T19:02:00Z,America/Anchorage,Ashfall Advisory,2018-11-22,disaster-warning
339,disasters,,,37.3756,20.4602,82,2018-11-22T16:00:15Z,Europe/Athens,"M 4.6 - 50km SW of Mouzaki, Greece",2018-11-22,disaster
339,disasters,,,37.3756,20.4602,82,2018-11-22T16:00:15Z,Europe/Athens,"M 4.6 - 50km SW of Mouzaki, Greece",2018-11-22,earthquake
340,disasters,,,10.3257,-62.1864,83,2018-11-22T15:11:27Z,America/Caracas,"M 4.7 - 29km SSE of Guiria, Venezuela",2018-11-22,disaster
340,disasters,,,10.3257,-62.1864,83,2018-11-22T15:11:27Z,America/Caracas,"M 4.7 - 29km SSE of Guiria, Venezuela",2018-11-22,earthquake
341,disasters,,,37.2289,20.5556,84,2018-11-22T11:11:30Z,Europe/Athens,"M 4.6 - 59km SSW of Lithakia, Greece",2018-11-22,disaster
341,disasters,,,37.2289,20.5556,84,2018-11-22T11:11:30Z,Europe/Athens,"M 4.6 - 59km SSW of Lithakia, Greece",2018-11-22,earthquake
342,disasters,,,-17.1316,168.25099999999998,77,2018-11-22T11:01:38Z,Pacific/Efate,"M 4.8 - 67km N of Port-Vila, Vanuatu",2018-11-22,disaster
342,disasters,,,-17.1316,168.25099999999998,77,2018-11-22T11:01:38Z,Pacific/Efate,"M 4.8 - 67km N of Port-Vila, Vanuatu",2018-11-22,earthquake
343,disasters,US,"Several people were hurt and a hazardous material spilled onto the roadway after a train and 18-wheeler collided in Fort Worth early Wednesday morning. The Fort Worth Fire Department said the accident happened around 5:30 a.m. near the intersection of N. Collins and Calloway Cemetery roads. A Trinity Railway Express train hit a semi that was carrying a liquid asphalt material. The truck overturned and material from the tank spilled onto the tracks and roadway. Paramedics treated six people including several train passengers and the driver of the 18-wheeler. One person was taken to the hospital with minor injuries, the fire department said. The TRE said trains are not running between the Bell and Centre Point stations. Passengers can board shuttle buses between the two stations but should expect delays. A hazmat crew and environmental unit are now trying to clean up the mess. It could take most of the day.",32.806567,-97.102673,70,2018-11-22T10:31:06Z,America/Chicago,Vehicle Accident - North-America - USA,2018-11-22,disaster
343,disasters,US,"Several people were hurt and a hazardous material spilled onto the roadway after a train and 18-wheeler collided in Fort Worth early Wednesday morning. The Fort Worth Fire Department said the accident happened around 5:30 a.m. near the intersection of N. Collins and Calloway Cemetery roads. A Trinity Railway Express train hit a semi that was carrying a liquid asphalt material. The truck overturned and material from the tank spilled onto the tracks and roadway. Paramedics treated six people including several train passengers and the driver of the 18-wheeler. One person was taken to the hospital with minor injuries, the fire department said. The TRE said trains are not running between the Bell and Centre Point stations. Passengers can board shuttle buses between the two stations but should expect delays. A hazmat crew and environmental unit are now trying to clean up the mess. It could take most of the day.",32.806567,-97.102673,70,2018-11-22T10:31:06Z,America/Chicago,Vehicle Accident - North-America - USA,2018-11-22,vehicle-accident
344,disasters,JP,"The Japan Atomic Energy Agency said Wednesday that part of the low-level radioactive waste stored underground at a facility near Tokyo may leak from its containers due to inadequate disposal procedures. The government-backed agency keeps 53,000 drums of low-level radioactive waste or about 10,600 kiloliters in a concrete pit in the basement of a building of the Nuclear Research and Science Institute in the village of Tokai, Ibaraki Prefecture. Some of the waste did not undergo the proper process to remove water when placed in the pit, and leakage and corroded containers in the pit were found during inspections between 1987 and 1991, according to the agency. The largest nuclear research body planned to inspect the drums over the next 50 years to check for leakage. But the Nuclear Regulation Authority said at a meeting Wednesday that the agency needs to check them more quickly, saying the plan means ""nearly no inspections."" The agency should inspect all the drums within five years, Shinsuke Yamanaka, a NRA commissioner, said at the meeting. The agency currently inspects the drums visually once a year but will change to lifting and checking each of them. According to the agency and NRA, the low-level radioactive waste is placed at the facility built sometime from around 1964 to 1976 for near-surface disposal. The agency said it did not properly conduct the process of removing water and other materials in some cases during the 1960s. The drums containing radioactive waste transported from facilities of the research body and nearby universities have been stacked sideways.",36.472879999999996,140.566299,90,2018-11-22T10:25:13Z,Asia/Tokyo,Environment Pollution - Asia - Japan,2018-11-22,disaster
344,disasters,JP,"The Japan Atomic Energy Agency said Wednesday that part of the low-level radioactive waste stored underground at a facility near Tokyo may leak from its containers due to inadequate disposal procedures. The government-backed agency keeps 53,000 drums of low-level radioactive waste or about 10,600 kiloliters in a concrete pit in the basement of a building of the Nuclear Research and Science Institute in the village of Tokai, Ibaraki Prefecture. Some of the waste did not undergo the proper process to remove water when placed in the pit, and leakage and corroded containers in the pit were found during inspections between 1987 and 1991, according to the agency. The largest nuclear research body planned to inspect the drums over the next 50 years to check for leakage. But the Nuclear Regulation Authority said at a meeting Wednesday that the agency needs to check them more quickly, saying the plan means ""nearly no inspections."" The agency should inspect all the drums within five years, Shinsuke Yamanaka, a NRA commissioner, said at the meeting. The agency currently inspects the drums visually once a year but will change to lifting and checking each of them. According to the agency and NRA, the low-level radioactive waste is placed at the facility built sometime from around 1964 to 1976 for near-surface disposal. The agency said it did not properly conduct the process of removing water and other materials in some cases during the 1960s. The drums containing radioactive waste transported from facilities of the research body and nearby universities have been stacked sideways.",36.472879999999996,140.566299,90,2018-11-22T10:25:13Z,Asia/Tokyo,Environment Pollution - Asia - Japan,2018-11-22,environment-pollution
345,disasters,,,-20.1541,-173.9731,85,2018-11-22T10:11:55Z,Pacific/Tongatapu,"M 4.8 - 55km SE of Pangai, Tonga",2018-11-22,disaster
345,disasters,,,-20.1541,-173.9731,85,2018-11-22T10:11:55Z,Pacific/Tongatapu,"M 4.8 - 55km SE of Pangai, Tonga",2018-11-22,earthquake
346,disasters,US,"A man delivering dry ice to a McDonald's in the north metro Wednesday was overcome by a chemical leak and died, authorities said. The driver was found dead about 9:30 a.m. in the back of the truck parked outside the fast food restaurant on Hwy. 65 north of 81st Avenue NE in Spring Lake Park, according to the Anoka County Sheriff's Office. The man was checking on some sort of ""mechanical failure"" and was overcome by liquid carbon dioxide while trying to fix the problem, a statement from the Sheriff's Office read. The leak from the truck prompted a call for a hazardous materials team to respond to the scene, according to emergency dispatch audio. However, ""there is not danger to the general public,"" the Sheriff's Office statement read. The driver's identity has yet to be released.",45.115519,-93.242233,90,2018-11-22T04:42:36Z,America/Chicago,HAZMAT - North-America - USA,2018-11-22,disaster
346,disasters,US,"A man delivering dry ice to a McDonald's in the north metro Wednesday was overcome by a chemical leak and died, authorities said. The driver was found dead about 9:30 a.m. in the back of the truck parked outside the fast food restaurant on Hwy. 65 north of 81st Avenue NE in Spring Lake Park, according to the Anoka County Sheriff's Office. The man was checking on some sort of ""mechanical failure"" and was overcome by liquid carbon dioxide while trying to fix the problem, a statement from the Sheriff's Office read. The leak from the truck prompted a call for a hazardous materials team to respond to the scene, according to emergency dispatch audio. However, ""there is not danger to the general public,"" the Sheriff's Office statement read. The driver's identity has yet to be released.",45.115519,-93.242233,90,2018-11-22T04:42:36Z,America/Chicago,HAZMAT - North-America - USA,2018-11-22,hazmat
